date,open,high,low,close,volume
2019-11-15,5.217123834943427,5.268872177741945,4.9917201598984065,5.08004093170166,1053628000.0
2019-11-18,5.072577094736319,5.307932120068998,5.0695918324164335,5.281311988830566,574588000.0
2019-11-19,5.250212908873969,5.273847776246431,5.116363929109113,5.1745805740356445,414564000.0
2019-11-20,5.151692871802926,5.33778752412114,5.139004438282673,5.253945350646973,472588000.0
2019-11-21,5.249466848569891,5.305195541763652,5.207421200916337,5.229065895080566,288388000.0
2019-11-22,5.25170671949715,5.298230507159059,5.223095933002592,5.246731281280518,224100000.0
2019-11-25,5.374855564810236,5.508455868118165,5.36191848212985,5.503479957580566,506476000.0
2019-11-26,5.485815880698781,5.490543138294962,5.392271035843311,5.398739814758301,385244000.0
2019-11-27,5.444302762265764,5.478660746234222,5.407205675153879,5.433596611022949,215784000.0
2019-11-29,5.402724277897749,5.431106857269501,5.372349105448701,5.3962507247924805,141556000.0
2019-12-02,5.389279273489382,5.402724052529222,5.19458213825058,5.209769248962402,372036000.0
2019-12-03,5.026026963618498,5.174165991288116,4.9886810421339645,5.170182704925537,465232000.0
2019-12-04,5.253837848588209,5.276245498295105,5.1853702410967815,5.2140021324157715,273424000.0
2019-12-05,5.235912402631116,5.251597663330557,5.166448494688876,5.197072505950928,184884000.0
2019-12-06,5.266286816205841,5.315334713975475,5.256327649705141,5.282469749450684,232236000.0
2019-12-09,5.259564426305788,5.337244215446139,5.250850393057274,5.282469749450684,211880000.0
2019-12-10,5.312595924963605,5.37932120475441,5.259813574074216,5.3275346755981445,256388000.0
2019-12-11,5.337991670389809,5.41666728813116,5.335501878545427,5.411189556121826,233796000.0
2019-12-12,5.382308736073999,5.596923755773593,5.373345865486549,5.57874870300293,404348000.0
2019-12-13,5.581736537705093,5.700994856005408,5.522729470334518,5.576756954193115,454704000.0
2019-12-16,5.62431075063985,5.67808892162736,5.596176531858126,5.605637550354004,320976000.0
2019-12-17,5.624311211858169,5.7064724450708955,5.614850192586446,5.683815956115723,321196000.0
2019-12-18,5.718672395637527,5.774691529174551,5.710207197702284,5.71419095993042,343548000.0
2019-12-19,5.748795860713664,5.875772352068529,5.743816278728201,5.862327575683594,445360000.0
2019-12-20,5.928804376491865,5.985072331365736,5.909633505455244,5.959677219390869,603044000.0
2019-12-23,5.988310352402158,6.020427860213431,5.935279162749056,5.945984840393066,355060000.0
2019-12-24,5.930546961082429,5.958183026703162,5.896188506553058,5.941003799438477,138864000.0
2019-12-26,5.944489753266617,5.983329644336998,5.925567718523676,5.955195903778076,182852000.0
2019-12-27,5.970382791073855,5.983827569160509,5.871042349821901,5.897433757781982,254644000.0
2019-12-30,5.875524958986173,5.880753378891753,5.752781034674183,5.784151554107666,258056000.0
2019-12-31,5.74879752442429,5.867807003971381,5.729626650599159,5.858345985412598,231004000.0
2020-01-02,5.944241866657635,5.973122596740723,5.8937004702924245,5.973122596740723,237536000.0
2020-01-03,5.853366289732451,5.9213362250518085,5.828468847956325,5.877516746520996,205384000.0
2020-01-06,5.7841503522752244,5.907391924373417,5.758008258179133,5.902163505554199,262636000.0
2020-01-07,5.930547921267492,6.0194315365637205,5.885483784423906,5.973620414733887,314856000.0
2020-01-08,5.969387757384388,6.026153866985991,5.929303204259262,5.984824180603027,277108000.0
2020-01-09,6.071219122513401,6.123005658388046,5.996776095913421,6.050554275512695,255112000.0
2020-01-10,6.157859794540516,6.188234488415661,6.068727355991738,6.082918643951416,316296000.0
2020-01-13,6.16607667001545,6.298779279981802,6.143419709883386,6.273633003234863,319840000.0
2020-01-14,6.230809432140453,6.256205020789678,6.143419791518632,6.156615734100342,359088000.0
2020-01-15,6.169313469372087,6.191721119747413,6.088148064657763,6.114041328430176,263104000.0
2020-01-16,6.167570822842756,6.203672091038229,6.144167350157513,6.197696685791016,284192000.0
2020-01-17,6.21686772559858,6.2243371010763955,6.158856953203988,6.206410884857178,253792000.0
2020-01-21,6.169812672675825,6.206660931231072,6.138939820234382,6.173049449920654,217916000.0
